DATE,PERMNO,SHRCD,EXCHCD,SICCD,DLRETX,DLRET,SHROUT,PRC,VOL,RET,RETX
20040331,11850,11,1,2911,,,6557523,41.59000,2856726,-0.013754,-0.013754
20040430,11850,11,1,2911,,,6540000,42.55000,2252123,0.023082,0.023082
20040528,11850,11,1,2911,,,6540046,43.25000,2378737,0.022797,0.016451
20040630,11850,11,1,2911,,,6540046,44.41000,2515816,0.026821,0.026821
20040730,11850,11,1,2911,,,6540046,46.30000,2179522,0.042558,0.042558
20040831,11850,11,1,2911,,,6505507,46.10000,2476314,0.001512,-0.004320
20040930,11850,11,1,2911,,,6505507,48.33000,2632469,0.048373,0.048373
20041029,11850,11,1,2911,,,6505507,49.22000,2478375,0.018415,0.018415
20041130,11850,11,1,2911,,,6451296,51.25000,2450903,0.046729,0.041243
20041231,11850,11,1,2911,,,6451296,51.26000,2896978,0.000195,0.000195
20050131,11850,11,1,2911,,,6451296,51.60000,2453585,0.006633,0.006633
20050228,11850,11,1,2911,,,6385358,63.31000,3696491,0.232171,0.226938
20050331,11850,11,1,2911,,,6385358,59.60000,5530662,-0.058601,-0.058601
20050429,11850,11,1,2911,,,6389362,57.03000,4228521,-0.043121,-0.043121
20050531,11850,11,1,2911,,,6365735,56.20000,4023471,-0.009469,-0.014554
20050630,11850,11,1,2911,,,6365735,57.47000,3616622,0.022598,0.022598
20050729,11850,11,1,2911,,,6365735,58.75000,3314077,0.022272,0.022272
20050831,11850,11,1,2911,,,6305132,59.90000,3967289,0.024511,0.019574
20050930,11850,11,1,2911,,,6305132,63.54000,4314869,0.060768,0.060768
20051031,11850,11,1,2911,,,6305132,56.14000,5208318,-0.116462,-0.116462
20051130,11850,11,1,2911,,,6222396,58.03000,3924633,0.038831,0.033666
20051230,11850,11,1,2911,,,6222396,56.17000,3339732,-0.032052,-0.032052
20060131,11850,11,1,2911,,,6133000,62.75000,4093184,0.117144,0.117144
20060228,11850,11,1,2911,,,6106333,59.37000,3662864,-0.048765,-0.053865
20060331,11850,11,1,2911,,,6106333,60.86000,4235352,0.025097,0.025097
20060428,11850,11,1,2911,,,6091189,63.08000,3413392,0.036477,0.036477
20060531,11850,11,1,2911,,,6050324,60.91000,4348811,-0.029328,-0.034401
20060630,11850,11,1,2911,,,6050324,61.35000,5043284,0.007224,0.007224
20060731,11850,11,1,2911,,,5945000,67.74000,4200493,0.104156,0.104156
20060831,11850,11,1,2911,,,5944957,67.67000,5075209,0.003691,-0.001033
20060929,11850,11,1,2911,,,5944957,67.10000,4745987,-0.008423,-0.008423
20061031,11850,11,1,2911,,,5832000,71.42000,4586074,0.064382,0.064382
20061130,11850,11,1,2911,,,5832488,76.81000,4075587,0.079950,0.075469
20061229,11850,11,1,2911,,,5832488,76.63000,3866279,-0.002343,-0.002343
20070131,11850,11,1,2911,,,5832488,74.10000,5048420,-0.033016,-0.033016
20070228,11850,11,1,2911,,,5693399,71.68000,4016740,-0.028340,-0.032659
20070330,11850,11,1,2911,,,5675439,75.45000,6123735,0.052595,0.052595
20070430,11850,11,1,2911,,,5633000,79.38000,4527110,0.052087,0.052087
20070531,11850,11,1,2911,,,5633270,83.17000,4466289,0.052154,0.047745
20070629,11850,11,1,2911,,,5633270,83.88000,5072519,0.008537,0.008537
20070731,11850,11,1,2911,,,5546000,85.13000,5596511,0.014902,0.014902
20070831,11850,11,1,2911,,,5546262,85.73000,6874294,0.011159,0.007048
20070928,11850,11,1,2911,,,5546262,92.56000,4462503,0.079669,0.079669
20071031,11850,11,1,2911,,,5546262,91.99000,5135047,-0.006158,-0.006158
20071130,11850,11,1,2911,,,5463626,89.16000,5479184,-0.026959,-0.030764
20071231,11850,11,1,2911,,,5463626,93.69000,3866979,0.050808,0.050808
20080131,11850,11,1,2911,,,5463626,86.40000,6156267,-0.077810,-0.077810
20080229,11850,11,1,2911,,,5350027,87.01000,4910748,0.011111,0.007060
20080331,11850,11,1,2911,,,5350027,84.58000,6087677,-0.027928,-0.027928
20080430,11850,11,1,2911,,,5331547,93.07000,4830980,0.100378,0.100378
20080530,11850,11,1,2911,,,5283694,88.76000,5758718,-0.042011,-0.046309
20080630,11850,11,1,2911,,,5283694,88.13000,5657684,-0.007098,-0.007098
20080731,11850,11,1,2911,,,5283694,80.43000,6854842,-0.087371,-0.087371
20080829,11850,11,1,2911,,,5194003,80.01000,5430527,-0.000249,-0.005222
20080930,11850,11,1,2911,,,5194003,77.66000,7709190,-0.029371,-0.029371
20081031,11850,11,1,2911,,,5087000,74.12000,13845105,-0.045583,-0.045583
20081128,11850,11,1,2911,,,5086649,80.15000,10076141,0.086751,0.081355
20081231,11850,11,1,2911,,,5086649,79.83000,9977666,-0.003993,-0.003993
20090130,11850,11,1,2911,,,5086649,76.48000,8447808,-0.041964,-0.041964
20090227,11850,11,1,2911,,,4976000,67.90000,7715785,-0.106956,-0.112186
20090331,11850,11,1,2911,,,4941630,68.10000,9335388,0.002945,0.002945
20090430,11850,11,1,2911,,,4922926,66.67000,6328963,-0.020999,-0.020999
20090529,11850,11,1,2911,,,4879710,69.35000,5305886,0.046498,0.040198
20090630,11850,11,1,2911,,,4879710,69.91000,5970244,0.008075,0.008075
20090731,11850,11,1,2911,,,4806000,70.39000,5603673,0.006866,0.006866
20090831,11850,11,1,2911,,,4805790,69.15000,4377095,-0.011649,-0.017616
20090930,11850,11,1,2911,,,4805790,68.61000,4192284,-0.007809,-0.007809
20091030,11850,11,1,2911,,,4747000,71.67000,5013427,0.044600,0.044600
20091130,11850,11,1,2911,,,4747284,75.07000,3564544,0.053300,0.047440
20091231,11850,11,1,2911,,,4731898,68.19000,6489832,-0.091648,-0.091648
20100129,11850,11,1,2911,,,4731898,64.43000,5965357,-0.055140,-0.055140
20100226,11850,11,1,2911,,,4721273,65.00000,5348905,0.015366,0.008847
20100331,11850,11,1,2911,,,4721273,66.98000,5828071,0.030462,0.030462
20100430,11850,11,1,2911,,,4698000,67.77000,5313388,0.011794,0.011794
20100528,11850,11,1,2911,,,4681795,60.46000,7687117,-0.101372,-0.107865
20100630,11850,11,1,2911,,,5098295,57.07000,8085676,-0.056070,-0.056070
20100730,11850,11,1,2911,,,5092000,59.68000,6135343,0.045733,0.045733
20100831,11850,11,1,2911,,,5091804,59.11000,4757384,-0.002178,-0.009551
20100930,11850,11,1,2911,,,5091804,61.79000,4234216,0.045339,0.045339
20101029,11850,11,1,2911,,,5043000,66.49000,4304986,0.076064,0.076064
20101130,11850,11,1,2911,,,5042557,69.56000,4864111,0.052790,0.046172
20101231,11850,11,1,2911,,,5042557,73.12000,4092743,0.051179,0.051179
20110131,11850,11,1,2911,,,5042557,80.68000,4494291,0.103392,0.103392
20110228,11850,11,1,2911,,,4958598,85.53000,4436565,0.065568,0.060114
20110331,11850,11,1,2911,,,4958598,84.13000,4396444,-0.016369,-0.016369
20110429,11850,11,1,2911,,,4926000,87.98000,3099523,0.045763,0.045763
20110531,11850,11,1,2911,,,4926086,83.47000,4040538,-0.045920,-0.051262
20110630,11850,11,1,2911,,,4926086,81.38000,4444463,-0.025039,-0.025039
20110729,11850,11,1,2911,,,4862000,79.79000,3755057,-0.019538,-0.019538
20110831,11850,11,1,2911,,,4862115,74.02000,7742181,-0.066424,-0.072315
20110930,11850,11,1,2911,,,4862115,72.63000,5505658,-0.018779,-0.018779
20111031,11850,11,1,2911,,,4862115,78.09000,5141993,0.075176,0.075176
20111130,11850,11,1,2911,,,4793208,80.44000,4443710,0.036112,0.030094
20111230,11850,11,1,2911,A,A,4793208,84.76000,3801837,0.053705,0.053705
20010131,12060,11,1,3641,,,9908802,45.98000,4898056,-0.040834,-0.040834
20010228,12060,11,1,3641,,,9908802,46.50000,3611776,0.011309,0.011309
20010330,12060,11,1,3641,,,9932929,41.86000,6454023,-0.096344,-0.099785
20010430,12060,11,1,3641,,,9933071,48.53000,4287431,0.159341,0.159341
20010531,12060,11,1,3641,,,9933071,49.00000,3591825,0.009685,0.009685
20010629,12060,11,1,3641,,,9933071,48.75000,5676054,-0.005102,-0.005102
20010731,12060,11,1,3641,,,9934846,43.50000,4065936,-0.104410,-0.107692
20010831,12060,11,1,3641,,,9934846,40.98000,3698848,-0.057931,-0.057931
20010928,12060,11,1,3641,,,9934846,37.20000,6071251,-0.088336,-0.092240
20011031,12060,11,1,3641,,,9934846,36.41000,4337375,-0.021237,-0.021237
20011130,12060,11,1,3641,,,9927381,38.50000,3333624,0.057402,0.057402
20011231,12060,11,1,3641,,,9932753,40.08000,4477171,0.045714,0.041039
20020131,12060,11,1,3641,,,9932753,37.15000,4872658,-0.073104,-0.073104
20020228,12060,11,1,3641,,,9937500,38.50000,4537671,0.041184,0.036339
20020328,12060,11,1,3641,,,9935630,37.45000,5033104,-0.027273,-0.027273
20020430,12060,11,1,3641,,,9935630,31.55000,6446086,-0.157543,-0.157543
20020531,12060,11,1,3641,,,9937771,31.14000,5028670,-0.012995,-0.012995
20020628,12060,11,1,3641,,,9937771,29.05000,5669242,-0.061336,-0.067116
20020731,12060,11,1,3641,,,9937771,32.20000,8270241,0.108434,0.108434
20020830,12060,11,1,3641,,,9949471,30.15000,5636725,-0.063665,-0.063665
20020930,12060,11,1,3641,,,9949471,24.65000,5869072,-0.176451,-0.182421
20021031,12060,11,1,3641,,,9949471,25.25000,7575554,0.024341,0.024341
20021129,12060,11,1,3641,,,9949471,27.12000,5645552,0.074059,0.074059
20021231,12060,11,1,3641,,,9949471,24.35000,4101952,-0.095133,-0.102139
20030131,12060,11,1,3641,,,9949471,23.14000,4619930,-0.049692,-0.049692
20030228,12060,11,1,3641,,,9961925,24.05000,4243318,0.047537,0.039326
20030331,12060,11,1,3641,,,9974910,25.50000,5238964,0.060291,0.060291
20030430,12060,11,1,3641,,,9993192,29.45000,4234995,0.154902,0.154902
20030530,12060,11,1,3641,,,9994362,28.70000,3853582,-0.025467,-0.025467
20030630,12060,11,1,3641,,,9994362,28.68000,4209838,0.005923,-0.000697
20030731,12060,11,1,3641,,,9994362,28.44000,4627269,-0.008368,-0.008368
20030829,12060,11,1,3641,,,10018846,29.57000,3364886,0.039733,0.039733
20030930,12060,11,1,3641,,,11144681,29.81000,4236094,0.014542,0.008116
